RECID=R2012111540000002	辵	chuò
RECID=R2012111540041335	虫媒花	chóng méi huā
RECID=R2012111540041336	虫蜡	chóng là
RECID=R2012111540041337	虫瘿	chóng yǐng
RECID=R2012111540041338	虬	qiú
RECID=R2012111540041339	虬龙	qiú lóng
RECID=R2012111540041340	虬曲	qiú qū
RECID=R2012111540041341	虬劲	qiú jìng
RECID=R2012111540041342	虬枝	qiú zhī
RECID=R2012111540041343	虬须	qiú xū
RECID=R2012111540041344	虬结	qiú jié
RECID=R2012111540041345	虬盘	qiú pán
RECID=R2012111540041346	虬髯	qiú rán
RECID=R2012111540041347	虮	jǐ
RECID=R2012111540041348	虮子	jǐ zi
RECID=R2012111540041349	虮虱	jǐ shī
RECID=R2012111540041350	虱	shī
RECID=R2012111540041351	虱子	shī zi
RECID=R2012111540041352	虱目鱼	shī mù yú
RECID=R2012111540041353	虱虫	shī chóng
RECID=R2012111540041354	虱病	shī bìng
RECID=R2012111540041355	虱蝇	shī yíng
RECID=R2012111540041356	虹	hóng
RECID=R2012111540041357	虹光	hóng guāng
RECID=R2012111540041358	虹吸现象	hóng xī xiàn xiàng
RECID=R2012111540041359	虹吸管	hóng xī guǎn
RECID=R2012111540041360	虹桥	hóng qiáo
RECID=R2012111540041361	虹彩	hóng cǎi
RECID=R2012111540041362	虹霓	hóng ní
RECID=R2012111540041363	虹膜	hóng mó
RECID=R2012111540041364	虹鳟	hóng zūn
RECID=R2012111540041365	虾	xiā
RECID=R2012111540041366	虾弓子	xiā gōng zi
RECID=R2012111540041367	虾子	
RECID=R2012111540041368	虾女	xiā nǚ
RECID=R2012111540041369	虾仁	xiā rén
RECID=R2012111540041370	虾皮	xiā pí
RECID=R2012111540041371	虾米	xiā mi
RECID=R2012111540041372	虾兵	xiā bīng
RECID=R2012111540041373	虾兵蟹将	xiā bīng xiè jiàng
RECID=R2012111540041374	虾油	xiā yóu
RECID=R2012111540041375	虾蛄	xiā gū
RECID=R2012111540041376	虾酱	xiā jiàng
RECID=R2012111540041377	虾	há
RECID=R2012111540041378	虾蟆	há má
RECID=R2012111540041379	虾蟆仔	há má zǎi
RECID=R2012111540041380	虺	huǐ
RECID=R2012111540041381	虺	huī
RECID=R2012111540041382	虺𪨇	huī tuí
RECID=R2012111540041383	虿	chài
RECID=R2012111540041384	虿盆	chài pén
RECID=R2012111540041385	虽	suī
RECID=R2012111540041386	虽则	suī zé
RECID=R2012111540041387	虽说	suī shuō
RECID=R2012111540041388	虽然	suī rán
RECID=R2012111540041389	虼	gè
RECID=R2012111540041390	虼蚤	gè zao
RECID=R2012111540041391	虼螂	gè láng
RECID=R2012111540041392	蚀	shí
RECID=R2012111540041393	蚀本	shí běn
RECID=R2012111540041394	蚀败	shí bài
RECID=R2012111540041395	蚀刻	shí kè
RECID=R2012111540041396	蚀损	shí sǔn
RECID=R2012111540041397	蚀毁	shí huǐ
RECID=R2012111540041398	虻	méng
RECID=R2012111540041399	蚁	yǐ
RECID=R2012111540041400	蚁穴	yǐ xué
RECID=R2012111540041401	蚁民	yǐ mín
RECID=R2012111540041402	蚁命	yǐ mìng
RECID=R2012111540041403	蚁蚕	yǐ cán
RECID=R2012111540041404	蚁接	yǐ jiē
RECID=R2012111540041405	蚁蛉	yǐ líng
RECID=R2012111540041406	蚁巢	yǐ cháo
RECID=R2012111540041407	蚁蛛	yǐ zhū
RECID=R2012111540041408	蚁聚	yǐ jù
RECID=R2012111540041409	蚁酸	yǐ suān
RECID=R2012111540041410	蚁醛	yǐ quán
RECID=R2012111540041411	虸	zǐ
RECID=R2012111540041412	虸蚄	zǐ fāng
RECID=R2012111540041413	蚤	zǎo
RECID=R2012111540041414	蚤虱	zǎo shī
RECID=R2012111540041415	蚂	mǎ
RECID=R2012111540041416	蚂蚁	mǎ yǐ
RECID=R2012111540041417	蚂蜂	mǎ fēng
RECID=R2012111540041418	蚂蝗	mǎ huáng
RECID=R2012111540041419	蚂蟥	mǎ huáng
RECID=R2012111540041420	蚂蟥钉	mǎ huáng dīng
RECID=R2012111540041421	蚂	mà
RECID=R2012111540041422	蚂蚱	mà zha
RECID=R2012111540041423	蚂蚱车子	mà zha chē zi
RECID=R2012111540041424	蚂	mā
RECID=R2012111540041425	蚂螂	mā lang
RECID=R2012111540041426	蚌	bàng
RECID=R2012111540041427	蚌子	bàng zi
RECID=R2012111540041428	蚌壳	bàng ké
RECID=R2012111540041429	蚌壳灯	bàng ké dēng
RECID=R2012111540041430	蚌舞	bàng wǔ
RECID=R2012111540041431	蚌镰	bàng lián
RECID=R2012111540041432	蚌	bèng
RECID=R2012111540041433	蚕	cán
RECID=R2012111540041434	蚕山	cán shān
RECID=R2012111540041435	蚕子	cán zǐ
RECID=R2012111540041436	蚕户	cán hù
RECID=R2012111540041437	蚕头燕尾	cán tóu yàn wěi
RECID=R2012111540041438	蚕台	cán tái
RECID=R2012111540041439	蚕丝	cán sī
RECID=R2012111540041440	蚕网	cán wǎng
RECID=R2012111540041441	蚕花	cán huā
RECID=R2012111540041442	蚕豆	cán dòu
RECID=R2012111540041443	蚕豆象	cán dòu xiàng
RECID=R2012111540041444	蚕沙	cán shā
RECID=R2012111540041445	蚕宝宝	cán bǎo bǎo
RECID=R2012111540041446	蚕织	cán zhī
RECID=R2012111540041447	蚕茧	cán jiǎn
RECID=R2012111540041448	蚕蚁	cán yǐ
RECID=R2012111540041449	蚕种	cán zhǒng
RECID=R2012111540041450	蚕食	cán shí
RECID=R2012111540041451	蚕食鲸吞	cán shí jīng tūn
RECID=R2012111540041452	蚕室	cán shì
RECID=R2012111540041453	蚕眠	cán mián
RECID=R2012111540041454	蚕座	cán zuò
RECID=R2012111540041455	蚕娘	cán niáng
RECID=R2012111540041456	蚕桑	cán sāng
RECID=R2012111540041457	蚕匾	cán biǎn
RECID=R2012111540041458	蚕龄	cán líng
RECID=R2012111540041459	蚕蛾	cán é
RECID=R2012111540041460	蚕蛹	cán yǒng
RECID=R2012111540041461	蚕蛹油	cán yǒng yóu
RECID=R2012111540041462	蚕蔟	cán cù
RECID=R2012111540041463	蚕箪	cán dān
RECID=R2012111540041464	蚕箔	cán bó
RECID=R2012111540041465	蚨	fú
RECID=R2012111540041466	蚜	yá
RECID=R2012111540041467	蚜虫	yá chóng
RECID=R2012111540041468	蚜狮	yá shī
RECID=R2012111540041469	蚍	pí
RECID=R2012111540041470	蚍蜉	pí fú
RECID=R2012111540041471	蚍蜉撼大树	pí fú hàn dà shù
RECID=R2012111540041472	蚦	
RECID=R2012111540041473	蚛	zhòng
RECID=R2012111540041474	蚋	ruì
RECID=R2012111540041475	蚬	xiǎn
RECID=R2012111540041476	蚬木	xiǎn mù
RECID=R2012111540041477	蚝	háo
RECID=R2012111540041478	蚝干	háo gān
RECID=R2012111540041479	蚝场	háo chǎng
RECID=R2012111540041480	蚝壳	háo ké
RECID=R2012111540041481	蚝壳窗	háo ké chuāng
RECID=R2012111540041482	蚝油	háo yóu
RECID=R2012111540041483	蚝豉	háo chǐ
RECID=R2012111540041484	蚧	jiè
RECID=R2012111540041485	蚡	fén
RECID=R2012111540041486	蚣	gōng
RECID=R2012111540041487	蚒	
RECID=R2012111540041488	蚊	wén
RECID=R2012111540041489	蚊子	wén zi
RECID=R2012111540041490	蚊市	wén shì
RECID=R2012111540041491	蚊母树	wén mǔ shù
RECID=R2012111540041492	蚊虫	wén chóng
RECID=R2012111540041493	蚊帐	wén zhàng
RECID=R2012111540041494	蚊虻	wén méng
RECID=R2012111540041495	蚊香	wén xiāng
RECID=R2012111540041496	蚊蚋	wén ruì
RECID=R2012111540041497	蚊烟香	wén yān xiāng
RECID=R2012111540041498	蚊雷	wén léi
RECID=R2012111540041499	蚊麈	wén zhǔ
RECID=R2012111540041500	蚄	fāng
RECID=R2012111540041501	蚪	dǒu
RECID=R2012111540041502	蚓	yǐn
RECID=R2012111540041503	蚓突	yǐn tū
RECID=R2012111540041504	蚩	chī
RECID=R2012111540041505	蚩尤	chī yóu
RECID=R2012111540041506	蚩蚩	chī chī
RECID=R2012111540041507	蚩蚩者	chī chī zhě
RECID=R2012111540041508	蚶	hān
RECID=R2012111540041509	蚶子	hān zi
RECID=R2012111540041510	蚶田	hān tián
RECID=R2012111540041511	萤	yíng
RECID=R2012111540041512	萤火	yíng huǒ
RECID=R2012111540041513	萤火虫	yíng huǒ chóng
RECID=R2012111540041514	萤石	yíng shí
RECID=R2012111540041515	萤光	yíng guāng
RECID=R2012111540041516	萤雪	yíng xuě
RECID=R2012111540041517	萤窗	yíng chuāng
RECID=R2012111540041518	萤窗雪案	yíng chuāng xuě àn
RECID=R2012111540041519	蛄	gū
RECID=R2012111540041520	蛄	gǔ
RECID=R2012111540041521	<span class="PUC03_E6">&#xe65c;</span>	jié
RECID=R2012111540041522	蛎	lì
RECID=R2012111540041523	蛎房	lì fáng
RECID=R2012111540041524	蛎塘	lì táng
RECID=R2012111540041525	蛎鹬	lì yù
RECID=R2012111540041526	蛆	qū
RECID=R2012111540041527	蛆虫	qū chóng
RECID=R2012111540041528	蚰	yóu
RECID=R2012111540041529	蚰蜒	yóu yán
RECID=R2012111540041530	蚰蜒路	yóu yán lù
RECID=R2012111540041531	蚺	rán
RECID=R2012111540041532	蚺蛇	rán shé
RECID=R2012111540041533	蛊	gǔ
RECID=R2012111540041534	蛊术	gǔ shù
RECID=R2012111540041535	蛊师	gǔ shī
RECID=R2012111540041536	蛊惑	gǔ huò
RECID=R2012111540041537	蛊惑人心	gǔ huò rén xīn
RECID=R2012111540041538	<span class="PUC01_E6">&#xe68f;</span>	dōng
RECID=R2012111540041539	蚱	zhà
RECID=R2012111540041540	蚱虫	zhà chóng
RECID=R2012111540041541	蚱娘	zhà niáng
RECID=R2012111540041542	蚱蝉	zhà chán
RECID=R2012111540041543	蚱蜢	zhà měng
RECID=R2012111540041544	蚯	qiū
RECID=R2012111540041545	蚯蚓	qiū yǐn
RECID=R2012111540041546	蛉	líng
RECID=R2012111540041547	蛀	zhù
RECID=R2012111540041548	蛀牙	zhù yá
RECID=R2012111540041549	蛀心虫	zhù xīn chóng
RECID=R2012111540041550	蛀孔	zhù kǒng
RECID=R2012111540041551	蛀书虫	zhù shū chóng
RECID=R2012111540041552	蛀虫	zhù chóng
RECID=R2012111540041553	蛀齿	zhù chǐ
RECID=R2012111540041554	蛀食	zhù shí
RECID=R2012111540041555	蛀蚀	zhù shí
RECID=R2012111540041556	蛀夏	zhù xià
RECID=R2012111540041557	蚿	xián
RECID=R2012111540041558	𧉞	níng
RECID=R2012111540041559	𧉞虾	níng xiā
RECID=R2012111540041560	蛇	shé
RECID=R2012111540041561	蛇口结	shé kǒu jié
RECID=R2012111540041562	蛇无头不行	shé wú tóu bù xíng
RECID=R2012111540041563	蛇瓜	shé guā
RECID=R2012111540041564	蛇头	shé tóu
RECID=R2012111540041565	蛇皮	shé pí
RECID=R2012111540041566	蛇皮袋	shé pí dài
RECID=R2012111540041567	蛇皮鼓	shé pí gǔ
RECID=R2012111540041568	蛇皮癣	shé pí xuǎn
RECID=R2012111540041569	蛇矛	shé máo
RECID=R2012111540041570	蛇行	shé xíng
RECID=R2012111540041571	蛇阵	shé zhèn
RECID=R2012111540041572	蛇吞象	shé tūn xiàng
RECID=R2012111540041573	蛇杖	shé zhàng
RECID=R2012111540041574	蛇医	shé yī
RECID=R2012111540041575	蛇足	shé zú
RECID=R2012111540041576	蛇含	shé hán
RECID=R2012111540041577	蛇岛蝮	shé dǎo fù
RECID=R2012111540041578	蛇床	shé chuáng
RECID=R2012111540041579	蛇纹	shé wén
RECID=R2012111540041580	蛇纹石	shé wén shí
RECID=R2012111540041581	蛇果	shé guǒ
RECID=R2012111540041582	蛇毒	shé dú
RECID=R2012111540041583	蛇药	shé yào
RECID=R2012111540041584	蛇须箭	shé xū jiàn
RECID=R2012111540041585	蛇胆	shé dǎn
RECID=R2012111540041586	蛇客	shé kè
RECID=R2012111540041587	蛇莲	shé lián
RECID=R2012111540041588	蛇莓	shé méi
RECID=R2012111540041589	蛇钻心病	shé zuān xīn bìng
RECID=R2012111540041590	蛇钻的窟窿蛇知道	shé zuān de kū long shé zhī dào
RECID=R2012111540041591	蛇酒	shé jiǔ
RECID=R2012111540041592	蛇麻	shé má
RECID=R2012111540041593	蛇颈龙	shé jǐng lóng
RECID=R2012111540041594	蛇蜕	shé tuì
RECID=R2012111540041595	蛇蜥	shé xī
RECID=R2012111540041596	蛇精	shé jīng
RECID=R2012111540041597	蛇蝎	shé xiē
RECID=R2012111540041598	蛇螈	shé yuán
RECID=R2012111540041599	蛇雕	shé diāo
RECID=R2012111540041600	蛇	yí
RECID=R2012111540041601	蛋	dàn
RECID=R2012111540041602	蛋子	dàn zi
RECID=R2012111540041603	蛋户	dàn hù
RECID=R2012111540041604	蛋丘	dàn qiū
RECID=R2012111540041605	蛋白	dàn bái
RECID=R2012111540041606	蛋白石	dàn bái shí
RECID=R2012111540041607	蛋白质	dàn bái zhì
RECID=R2012111540041608	蛋白酶	dàn bái méi
RECID=R2012111540041609	蛋花	dàn huā
RECID=R2012111540041610	蛋花汤	dàn huā tāng
RECID=R2012111540041611	蛋鸡	dàn jī
RECID=R2012111540041612	蛋青色	dàn qīng sè
RECID=R2012111540041613	蛋松	dàn sōng
RECID=R2012111540041614	蛋卷	dàn juǎn
RECID=R2012111540041615	蛋卷冰淇淋	dàn juǎn bīng qí lín
RECID=R2012111540041616	蛋品	dàn pǐn
RECID=R2012111540041617	蛋圆	dàn yuán
RECID=R2012111540041618	蛋粉	dàn fěn
RECID=R2012111540041619	蛋家	dàn jiā
RECID=R2012111540041620	蛋黄	dàn huáng
RECID=R2012111540041621	蛋清	dàn qīng
RECID=R2012111540041622	蛋筒	dàn tǒng
RECID=R2012111540041623	蛋糕	dàn gāo
RECID=R2012111540041624	蛁	diāo
RECID=R2012111540041625	蛁<span class="PUC03_E5">&#xe5f6;</span>	diāo liáo
RECID=R2012111540041626	蛏	chēng
RECID=R2012111540041627	蛏干	chēng gān
RECID=R2012111540041628	蛏子	chēng zi
RECID=R2012111540041629	蛏田	chēng tián
RECID=R2012111540041630	蛏肠	chēng cháng
RECID=R2012111540041631	蛏苗	chēng miáo
RECID=R2012111540041632	蛏油	chēng yóu
RECID=R2012111540041633	蚴	yòu
RECID=R2012111540041634	蚴	niù
RECID=R2012111540041635	蛙	wā
RECID=R2012111540041636	蛙人	wā rén
RECID=R2012111540041637	蛙式打夯机	wā shì dǎ hāng jī
RECID=R2012111540041638	蛙泳	wā yǒng
RECID=R2012111540041639	蛣	qī
RECID=R2012111540041640	蛣蜣	qī qiāng
RECID=R2012111540041641	蛩	qióng
RECID=R2012111540041642	蛰	zhé
RECID=R2012111540041643	蛰虫	zhé chóng
RECID=R2012111540041644	蛰伏	zhé fú
RECID=R2012111540041645	蛰居	zhé jū
RECID=R2012111540041646	蛬	
RECID=R2012111540041647	蛱	jiá
RECID=R2012111540041648	蛱蝶	jiá dié
RECID=R2012111540041649	蛲	náo
RECID=R2012111540041650	蛲虫	náo chóng
RECID=R2012111540041651	蛭	zhì
RECID=R2012111540041652	蛳	sī
RECID=R2012111540041653	<span class="PUC01_EB">&#xebfd;</span>	dāng
RECID=R2012111540041654	蛐	qū
RECID=R2012111540041655	蛐蛇	qū shé
RECID=R2012111540041656	蛐蛐儿	qū qur
RECID=R2012111540041657	蛐蟮	qū shàn
RECID=R2012111540041658	蛔	huí
RECID=R2012111540041659	蛔虫	huí chóng
RECID=R2012111540041660	螘	
RECID=R2012111540041661	蛛	zhū
RECID=R2012111540041662	蛛丝马迹	zhū sī mǎ jì
RECID=R2012111540041663	蛛网	zhū wǎng
RECID=R2012111540041664	蛛蛛	zhū zhu
RECID=R2012111540041665	蜓	tíng
RECID=R2012111540041666	蛞	kuò
RECID=R2012111540041667	蛞蝓	kuò yú
RECID=R2012111540041668	蜒	yán
RECID=R2012111540041669	蜒蚰	yán yóu
RECID=R2012111540041670	蜑	dàn
RECID=R2012111540041671	蜑妇	dàn fù
RECID=R2012111540041672	蜑户	dàn hù
RECID=R2012111540041673	䖮	xiǎng
RECID=R2012111540041674	䖮虫	xiǎng chóng
RECID=R2012111540041675	蛤	gé
RECID=R2012111540041676	蛤蚧	gé jiè
RECID=R2012111540041677	蛤蜊	gé lí
RECID=R2012111540041678	蛤	há
RECID=R2012111540041679	蛤士蟆	há shi má
RECID=R2012111540041680	蛤什蚂	há shi mǎ
RECID=R2012111540041681	蛤蟆	há má
RECID=R2012111540041682	蛤蟆烟	há ma yān
RECID=R2012111540041683	蛤蟆菌	há má jūn
RECID=R2012111540041684	蛤蟆镜	há ma jìng
RECID=R2012111540041685	<span class="PUC03_F5">&#xf53b;</span>	fù
RECID=R2012111540041686	<span class="PUC03_F5">&#xf53b;</span>蝂	fù bǎn
RECID=R2012111540041687	蛮	mán
RECID=R2012111540041688	蛮人	mán rén
RECID=R2012111540041689	蛮力	mán lì
RECID=R2012111540041690	蛮干	mán gàn
RECID=R2012111540041691	蛮子	mán zi
RECID=R2012111540041692	蛮不在乎	mán bù zài hu
RECID=R2012111540041693	蛮不讲理	mán bù jiǎng lǐ
RECID=R2012111540041694	蛮手蛮脚	mán shǒu mán jiǎo
RECID=R2012111540041695	蛮气	mán qì
RECID=R2012111540041696	蛮功	mán gōng
RECID=R2012111540041697	蛮夷戎狄	mán yí róng dí
RECID=R2012111540041698	蛮爷	mán yé
RECID=R2012111540041699	蛮劲	mán jìn
RECID=R2012111540041700	蛮性	mán xìng
RECID=R2012111540041701	蛮性子	mán xìng zi
RECID=R2012111540041702	蛮话	mán huà
RECID=R2012111540041703	蛮荒	mán huāng
RECID=R2012111540041704	蛮勇	mán yǒng
RECID=R2012111540041705	蛮悍	mán hàn
RECID=R2012111540041706	蛮娘	mán niáng
RECID=R2012111540041707	蛮强	mán jiàng
RECID=R2012111540041708	蛮靴	mán xuē
RECID=R2012111540041709	蛮缠	mán chán
RECID=R2012111540041710	蛮横	mán hèng
RECID=R2012111540041711	蛮暴	mán bào
RECID=R2012111540041712	蛮攀五经	mán pān wǔ jīng
RECID=R2012111540041713	蛴	qí
RECID=R2012111540041714	蛴螬	qí cáo
RECID=R2012111540041715	蛟	jiāo
RECID=R2012111540041716	蛟龙	jiāo lóng
RECID=R2012111540041717	蛘	yáng
RECID=R2012111540041718	蛘子	yáng zi
RECID=R2012111540041719	䖳	zhà
RECID=R2012111540041720	𫊻	xún
RECID=R2012111540041721	蛑	móu
RECID=R2012111540041722	蛑蝤	móu yóu
RECID=R2012111540041723	蜇	zhē
RECID=R2012111540041724	蜇	zhé
RECID=R2012111540041725	蜐	jié
RECID=R2012111540041726	蜹	
RECID=R2012111540041727	<span class="PUC03_E5">&#xe5f6;</span>	liáo
RECID=R2012111540041728	<span class="PUC01_E6">&#xe694;</span>	liǎng
RECID=R2012111540041729	蜃	shèn
RECID=R2012111540041730	蜃气	shèn qì
RECID=R2012111540041731	蜃气楼	shèn qì lóu
RECID=R2012111540041732	蜃景	shèn jǐng
RECID=R2012111540041733	蜃楼	shèn lóu
RECID=R2012111540041734	蜃楼海市	shèn lóu hǎi shì
RECID=R2012111540041735	蛸	xiāo
RECID=R2012111540041736	蛸	shāo
RECID=R2012111540041737	蜈	wú
RECID=R2012111540041738	蜈蚣	wú gōng
RECID=R2012111540041739	蜈蚣藻	wú gōng zǎo
RECID=R2012111540041740	蜎	yuān
RECID=R2012111540041741	蜎蜎	yuān yuān
RECID=R2012111540041742	蜗	wō
RECID=R2012111540041743	蜗牛	wō niú
RECID=R2012111540041744	蜗牛庐	wō niú lú
RECID=R2012111540041745	蜗角	wō jiǎo
RECID=R2012111540041746	蜗房	wō fáng
RECID=R2012111540041747	蜗居	wō jū
RECID=R2012111540041748	蜗旋	wō xuán
RECID=R2012111540041749	蛾	é
RECID=R2012111540041750	蛾子	é zi
RECID=R2012111540041751	蛾眉	é méi
RECID=R2012111540041752	蛾眉月	é méi yuè
RECID=R2012111540041753	蛾黄	é huáng
RECID=R2012111540041754	蜊	lí
RECID=R2012111540041755	蜊黄	lí huáng
RECID=R2012111540041756	蜍	chú
RECID=R2012111540041757	蜉	fú
RECID=R2012111540041758	蜉蝣	fú yóu
RECID=R2012111540041759	蜉蝣撼大树	fú yóu hàn dà shù
RECID=R2012111540041760	蜂	fēng
RECID=R2012111540041761	蜂子	fēng zi
RECID=R2012111540041762	蜂王	fēng wáng
RECID=R2012111540041763	蜂王浆	fēng wáng jiāng
RECID=R2012111540041764	蜂鸟	fēng niǎo
RECID=R2012111540041765	蜂场	fēng chǎng
RECID=R2012111540041766	蜂疗	fēng liáo
RECID=R2012111540041767	蜂拥	fēng yōng
RECID=R2012111540041768	蜂虎	fēng hǔ
RECID=R2012111540041769	蜂鸣器	fēng míng qì
RECID=R2012111540041770	蜂乳	fēng rǔ
RECID=R2012111540041771	蜂房	fēng fáng
RECID=R2012111540041772	蜂毒	fēng dú
RECID=R2012111540041773	蜂虿	fēng chài
RECID=R2012111540041774	蜂虿有毒	fēng chài yǒu dú
RECID=R2012111540041775	蜂皇浆	fēng huáng jiāng
RECID=R2012111540041776	蜂起	fēng qǐ
RECID=R2012111540041777	蜂起云涌	fēng qǐ yún yǒng
RECID=R2012111540041778	蜂胶	fēng jiāo
RECID=R2012111540041779	蜂涌	fēng yǒng
RECID=R2012111540041780	蜂巢	fēng cháo
RECID=R2012111540041781	蜂巢胃	fēng cháo wèi
RECID=R2012111540041782	蜂猴	fēng hóu
RECID=R2012111540041783	蜂窝	fēng wō
RECID=R2012111540041784	蜂窝式移动电话机	fēng wō shì yí dòng diàn huà jī
RECID=R2012111540041785	蜂窝塑料	fēng wō sù liào
RECID=R2012111540041786	蜂窝煤	fēng wō méi
RECID=R2012111540041787	蜂衙	fēng yá
RECID=R2012111540041788	蜂腰	fēng yāo
RECID=R2012111540041789	蜂粮	fēng liáng
RECID=R2012111540041790	蜂群	fēng qún
RECID=R2012111540041791	蜂蜡	fēng là
RECID=R2012111540041792	蜂舞	fēng wǔ
RECID=R2012111540041793	蜂蜜	fēng mì
RECID=R2012111540041794	蜂蝶	fēng dié
RECID=R2012111540041795	蜂箱	fēng xiāng
RECID=R2012111540041796	蜂糖	fēng táng
RECID=R2012111540041797	蜂鹰	fēng yīng
RECID=R2012111540041798	蜣	qiāng
RECID=R2012111540041799	蜣螂	qiāng láng
RECID=R2012111540041800	蜕	tuì
RECID=R2012111540041801	蜕化	tuì huà
RECID=R2012111540041802	蜕化变质	tuì huà biàn zhì
RECID=R2012111540041803	蜕皮	tuì pí
RECID=R2012111540041804	蜕皮激素	tuì pí jī sù
RECID=R2012111540041805	蜕形	tuì xíng
RECID=R2012111540041806	蜕变	tuì biàn
RECID=R2012111540041807	蜕留	tuì liú
